UserID,MovieID,Rating
22,3039,4
22,1438,2
22,833,3
22,2671,3
22,330,3
22,333,3
22,1441,3
22,910,4
22,2174,4
22,1377,3
22,3624,3
22,1882,2
22,3120,3
22,2321,3
22,780,3
22,2189,4
22,429,3
22,2338,2
22,2195,3
22,1974,3
22,47,4
22,2273,3
22,2348,3
22,1479,3
22,2858,4
22,370,3
22,1127,3
22,1994,3
22,380,3
22,3160,3
22,1200,4
22,2003,3
22,2371,3
22,3247,2
22,2376,3
22,473,3
22,1580,3
22,1732,4
22,3917,4
22,1091,3
22,2470,3
22,1747,3
22,1240,4
23,1249,4
23,3420,3
23,1252,4
23,1188,3
23,3505,3
23,1690,3
23,2064,3
23,1196,4
23,592,3
23,2642,3
23,595,3
23,1845,3
23,2140,3
23,1343,3
23,2722,3
23,3527,4
23,2657,3
23,317,3
23,750,3
23,1500,3
23,3032,3
23,1009,3
23,1876,3
23,260,4
23,2311,3
23,1517,3
23,2176,3
23,915,3
23,1953,3
23,21,3
23,3052,4
23,1527,4
23,780,4
23,2692,3
23,39,3
23,1396,3
23,2410,3
23,3070,3
23,296,4
23,2419,3
23,1544,3
23,442,3
23,377,4
23,3741,4
23,1204,3
23,968,4
23,1206,3
23,1060,3
23,2009,3
23,3751,3
23,2012,3
23,1215,3
23,1653,4
23,3763,4
23,1223,3
23,2395,3
23,1234,3
23,1097,4
23,1674,3
23,3920,3
23,1243,3
24,1197,4
24,303,3
24,2657,4
24,175,3
24,902,4
24,1291,4
24,3471,4
24,2174,4
24,1959,4
24,920,5
24,1027,3
24,2407,4
24,1394,4
24,500,4
24,3072,4
24,2795,4
24,1057,4
24,2797,4
24,2001,4
24,468,3
24,1213,4
24,1073,4
24,110,4
24,1225,4
24,2028,4
24,1663,4
24,1307,4
25,3793,4
25,2716,4
25,2804,4
25,260,5
25,1372,3
25,1375,3
25,780,4
25,1387,4
25,2692,4
25,1610,4
25,3156,3
25,3676,3
25,3174,4
25,3175,4
25,1210,4
25,480,4
25,1676,4
26,3422,3
26,1179,4
26,3500,3
26,2059,3
26,2701,2
26,586,3
26,4,3
26,2137,3
26,1196,3
26,1198,4
26,597,3
26,3448,4
26,161,3
26,168,3
26,2145,3
26,1271,4
26,3450,3
26,1784,4
26,315,3
26,3608,2
26,3101,4
26,252,3
26,1291,4
26,765,3
26,1003,3
26,333,3
26,337,4
26,16,4
26,267,3
26,1517,2
26,2683,2
26,3489,3
26,1888,4
26,780,3
26,2906,3
26,788,3
26,350,3
26,3130,3
26,2266,3
26,1393,3
26,2915,3
26,2916,3
26,364,3
26,2412,2
26,3219,4
26,1544,3
26,3152,4
26,2355,3
26,1556,2
26,2798,2
26,1997,4
26,454,4
26,1704,4
26,2875,3
26,1644,3
26,3249,3
26,2012,3
26,2950,3
26,2953,2
26,3689,2
26,472,2
26,3254,2
26,2528,3
26,1586,4
26,1588,3
26,1084,4
26,3331,2
26,628,4
26,2463,3
26,95,3
26,3194,4
26,2539,2
26,1302,4
26,2106,3
26,2109,3
26,1097,3
26,1810,4
26,2470,3
26,1678,3
26,1240,3
27,1265,4
27,1198,5
27,300,4
27,318,5
27,1294,5
27,916,4
27,926,4
27,2289,4
27,955,4
27,2948,3
27,541,5
27,1225,4
27,2100,3
27,1097,4
28,593,4
28,2657,4
28,901,3
28,906,4
28,919,4
28,846,3
28,1956,4
28,32,4
28,1617,4
28,50,4
28,527,4
28,3671,4
28,2947,4
28,1136,4
28,1210,4
28,551,4
28,1660,3
28,2396,4
28,2398,4
28,2033,3
28,1097,4
29,3527,4
29,3468,4
29,912,4
29,1954,4
29,3639,4
29,353,3
29,3062,4
29,1036,4
29,3726,3
29,2000,4
29,1200,4
29,2947,4
29,3753,4
29,1214,4
29,541,4
29,2527,3
29,3836,4
29,1085,4
29,480,4
29,3405,3
29,494,3
29,2617,3
30,2997,3
30,17,4
30,2686,4
30,3072,4
30,2858,3
30,608,4
30,2442,4
30,1213,4
30,2966,4
31,1777,4
31,3451,4
31,3608,3
31,3397,4
31,11,4
31,3040,4
31,2407,4
31,368,4
31,2922,4
31,2355,4
31,957,3
31,2935,4
31,2792,3
31,3096,4
31,2870,4
31,2948,4
31,1136,5
31,3244,4
31,3685,3
31,3189,4
31,3836,4
31,480,4
31,1304,4
31,1234,5
32,3286,4
32,266,4
32,1956,4
32,32,4
32,1617,4
32,3159,4
32,457,4
32,1208,3
32,2959,4
32,2108,4
33,1249,4
33,3421,4
33,2550,4
33,2993,4
33,1183,3
33,3505,4
33,586,3
33,223,3
33,2132,3
33,1263,3
33,1193,4
33,590,4
33,1198,5
33,595,3
33,300,3
33,2646,3
33,2648,4
33,3016,3
33,2070,3
33,1272,4
33,2076,3
33,316,4
33,319,3
33,1350,4
33,1287,4
33,2662,4
33,2739,3
33,3100,3
33,2303,3
33,903,4
33,1367,3
33,1299,4
33,1947,4
33,3044,3
33,1372,3
33,1012,4
33,1885,3
33,1380,3
33,2186,3
33,926,4
33,2406,4
33,2193,3
33,2268,4
33,1393,4
33,3576,3
33,1035,4
33,364,3
33,3072,3
33,949,3
33,2423,4
33,2353,4
33,1994,4
33,2797,4
33,3230,4
33,3168,3
33,2944,4
33,3244,4
33,1717,3
33,3681,4
33,1213,4
33,1214,4
33,1721,4
33,2455,4
33,2384,3
33,1584,3
33,3693,3
33,1225,4
33,480,4
33,3334,4
33,1304,4
33,1231,4
33,2109,4
33,1235,3
33,1097,4
33,3271,4
33,1678,3
33,2115,4
33,1245,3
34,3358,4
34,2133,3
34,1278,4
34,3387,3
34,3608,3
34,2735,3
34,3039,5
34,838,4
34,3623,3
34,3481,4
34,1387,4
34,353,3
34,39,4
34,1393,4
34,1541,3
34,441,4
34,2424,4
34,3087,4
34,2794,3
34,3597,3
34,1994,3
34,1997,3
34,529,4
34,539,4
34,1641,4
34,1717,2
34,543,4
34,2380,2
34,2396,4
34,2108,4
34,708,4
34,497,5
34,2478,4
35,1252,4
35,800,4
35,1272,4
35,318,4
35,1288,4
35,3461,3
35,902,4
35,2239,4
35,1945,4
35,1949,4
35,1370,3
35,915,4
35,1955,4
35,1957,4
35,3566,3
35,2692,4
35,1028,3
35,1029,4
35,3060,4
35,2331,2
35,36,4
35,3068,4
35,1393,3
35,1103,4
35,2919,4
35,1035,3
35,2922,3
35,2858,4
35,2420,2
35,2424,3
35,1124,3
35,971,4
35,2385,2
35,2966,4
35,1801,2
35,1162,4
35,1096,4
35,1674,4
35,1172,4
35,3788,4
36,1249,4
36,2989,4
36,3424,4
36,1259,5
36,581,4
36,1831,3
36,223,4
36,2137,4
36,1264,4
36,733,4
36,3441,4
36,592,4
36,1912,4
36,232,4
36,235,4
36,164,4
36,3952,4
36,1272,4
36,1276,4
36,1923,4
36,2580,4
36,2802,4
36,3101,4
36,2599,4
36,3035,4
36,1291,5
36,1297,4
36,2815,3
36,1876,4
36,16,4
36,2245,4
36,198,4
36,1376,4
36,3480,4
36,3052,4
36,1527,4
36,1387,4
36,785,4
36,2694,4
36,1603,4
36,3066,4
36,1393,4
36,3712,4
36,47,4
36,2418,4
36,2278,4
36,1476,4
36,3156,3
36,2355,4
36,3591,4
36,524,4
36,2433,4
36,3745,4
36,969,5
36,1573,4
36,2012,4
36,1210,5
36,2883,4
36,1722,4
36,1653,4
36,1081,4
36,555,4
36,1663,4
36,2469,4
36,1307,4
36,1092,4
36,2541,4
36,1747,4
36,2118,4
36,2985,4
37,3864,1
37,1380,4
37,1457,3
37,356,4
37,361,3
37,3159,4
37,2791,3
37,1997,2
37,605,4
37,1722,3
37,2396,5
38,141,4
38,236,3
38,2805,3
38,13,3
38,17,4
38,1895,3
38,356,5
38,357,4
38,361,4
38,2340,3
38,377,4
38,2355,4
38,1059,3
38,2506,4
38,531,4
38,539,4
38,1573,3
38,3259,3
38,1593,3
38,490,4
39,2997,5
39,2599,4
39,3113,1
39,2826,3
39,2908,4
39,2770,3
39,2772,3
39,3578,4
39,3157,3
39,2502,5
39,3745,3
39,3176,3
40,161,3
40,3461,4
40,1291,3
40,2816,1
40,920,4
40,780,3
40,2402,2
40,3643,4
40,2287,4
40,1204,5
40,2944,4
40,2871,3
40,3247,3
40,1073,4
40,1580,4
40,1085,4
40,3269,3
40,1676,2
40,2115,3
41,224,4
41,1196,4
41,2338,2
41,531,4
41,1658,2
42,648,4
42,1831,3
42,593,4
42,1779,3
42,748,3
42,3527,4
42,173,3
42,1356,4
42,185,3
42,1291,5
42,10,4
42,196,3
42,1372,4
42,1373,3
42,3555,4
42,1953,3
42,1019,4
42,24,3
42,349,4
42,1527,4
42,3701,4
42,3703,4
42,1387,4
42,3638,4
42,1968,4
42,32,4
42,2407,3
42,1394,3
42,1396,4
42,2915,4
42,2273,4
42,527,4
42,3745,4
42,2011,4
42,1210,5
42,610,4
42,2528,4
42,1584,4
42,3769,4
42,1301,4
42,2105,4
42,1307,4
42,1097,4
42,3927,4
42,2117,3
42,2985,4
43,2706,4
43,1197,5
43,2763,4
43,2369,3
43,2396,4
44,2550,3
44,2133,3
44,594,4
44,2140,4
44,3386,4
44,316,3
44,2083,4
44,1356,4
44,904,5
44,1294,4
44,260,5
44,912,4
44,3489,3
44,2321,3
44,1022,4
44,2699,2
44,34,5
44,2406,4
44,2407,4
44,1396,4
44,2916,3
44,2918,4
44,1982,2
44,1984,2
44,1986,1
44,2797,5
44,2297,3
44,891,2
44,2006,4
44,1645,3
44,2459,2
44,2460,2
44,3264,3
44,1307,5
44,2470,4
44,497,5
44,2115,4
44,2043,3
44,1243,4
45,1821,3
45,2054,3
45,2700,3
45,587,4
45,153,3
45,802,3
45,1265,4
45,3516,3
45,1414,3
45,3450,3
45,2724,3
45,3528,3
45,1782,2
45,2150,3
45,3608,3
45,3462,4
45,902,3
45,1292,3
45,905,4
45,3612,3
45,3540,3
45,691,2
45,2671,3
45,1948,3
45,11,3
45,339,3
45,3044,3
45,1441,3
45,911,4
45,2248,3
45,1014,3
45,779,3
45,276,3
45,2694,3
45,1968,3
45,2262,3
45,933,4
45,937,3
45,2918,4
45,2849,2
45,2779,3
45,2340,3
45,447,3
45,377,4
45,378,3
45,3087,3
45,3591,3
45,2791,3
45,3099,3
45,2297,3
45,2942,3
45,3248,3
45,3685,3
45,3699,4
45,2100,4
45,1304,4
45,633,3
45,492,3
45,1677,3
46,3939,4
46,1972,5
46,1974,4
46,1977,5
46,1982,5
46,1986,5
46,529,2
46,891,5
47,318,5
47,1949,4
47,1041,3
47,1089,3
48,719,3
48,647,3
48,2991,3
48,1253,3
48,3868,3
48,2134,3
48,802,3
48,3877,2
48,1266,4
48,1197,4
48,593,4
48,1411,3
48,2141,3
48,743,2
48,1356,3
48,1283,3
48,2302,3
48,3107,3
48,3034,3
48,2094,3
48,1294,4
48,836,2
48,765,3
48,2245,3
48,912,4
48,915,3
48,1378,3
48,919,4
48,2324,4
48,1526,3
48,924,3
48,788,3
48,2405,3
48,3213,3
48,3142,3
48,1616,3
48,879,3
48,3081,3
48,1488,3
48,1704,4
48,2291,3
48,969,4
48,3243,2
48,1580,3
48,3260,3
48,2531,3
48,3261,3
48,2532,3
48,2393,3
48,1665,2
48,1597,3
48,2616,3
48,3507,4
48,1907,3
48,2567,3
48,1693,3
48,151,3
48,1694,3
48,2571,4
48,2574,3
48,303,3
48,160,2
48,165,3
48,2581,3
48,1927,4
48,3388,2
48,2804,4
48,3396,3
48,1792,3
48,3398,3
48,252,3
48,1797,4
48,256,2
48,3471,3
48,2815,3
48,1007,3
48,1944,4
48,260,5
48,1876,3
48,15,3
48,19,2
48,196,2
48,1010,3
48,3483,3
48,1882,2
48,413,2
48,2759,3
48,3489,3
48,24,3
48,346,3
48,419,2
48,1027,3
48,1028,3
48,1029,4
48,355,2
48,39,3
48,367,3
48,368,3
48,1042,3
48,50,4
48,376,3
48,3809,3
48,524,4
48,527,4
48,62,3
48,65,2
48,66,2
48,1207,4
48,608,4
48,3753,4
48,1219,4
48,474,3
48,2021,3
48,2023,4
48,1222,3
48,2968,3
48,1233,4
48,1240,4
48,1242,4
48,2985,3
49,741,4
49,1527,3
49,2278,4
49,1554,4
49,1676,3
49,2628,3
49,3362,4
49,2571,4
49,3615,4
49,2761,4
49,2763,4
49,1036,4
49,376,4
49,3735,4
49,1997,4
49,3740,3
49,3751,4
49,1148,5
49,474,4
49,89,3
49,95,3
49,494,3
50,3863,3
50,144,4
50,3510,3
50,3616,3
50,3717,3
50,2791,3
50,3594,3
50,524,3
50,3751,4
51,588,4
51,3409,4
51,2396,4
51,1923,4
51,3553,3
51,348,4
51,1895,3
51,34,4
52,2126,3
52,1370,4
52,2353,4
52,112,4
52,3274,3
52,144,3
52,2826,4
52,21,3
52,2763,4
52,2916,4
52,3646,3
52,292,4
52,457,4
52,3821,3
52,555,4
52,3916,4
53,1175,5
53,1249,5
53,648,4
53,3863,4
53,2054,3
53,2058,4
53,1190,5
53,1196,5
53,590,4
53,593,5
53,3018,4
53,1342,4
53,1270,4
53,2148,3
53,1274,5
53,741,5
53,745,5
53,2080,4
53,2154,4
53,2087,5
53,2088,3
53,829,2
53,901,3
53,902,4
53,2165,4
53,1365,4
53,1294,5
53,1296,5
53,1299,5
53,1513,4
53,912,5
53,1378,4
53,2322,3
53,3053,4
53,2324,5
53,1380,3
53,780,3
53,788,4
53,1395,4
53,2411,3
53,1617,5
53,2420,4
53,1623,3
53,1627,4
53,1556,2
53,953,5
53,880,4
53,2291,5
53,3095,5
53,1645,4
53,3255,4
53,3257,3
53,1580,4
53,1729,5
53,1658,4
53,2605,3
53,2396,5
53,2613,4
53,2617,4
53,1748,5
53,2478,4
53,1687,3
53,3500,4
53,2706,4
53,1831,3
53,3509,4
53,2710,4
53,2712,4
53,1911,3
53,1918,3
53,302,4
53,2575,5
53,230,5
53,1848,4
53,307,5
53,235,5
53,2722,3
53,3527,4
53,2581,3
53,2657,5
53,316,4
53,173,3
53,177,3
53,1861,4
53,2599,5
53,184,4
53,259,4
53,3477,4
53,1946,5
53,1873,4
53,3479,4
53,18,4
53,268,4
53,199,4
53,1884,4
53,3703,5
53,3704,4
53,1960,5
53,3565,4
53,3499,5
53,2699,3
53,281,5
53,356,5
53,2840,3
53,1103,5
53,1035,4
53,432,3
53,509,5
53,290,5
53,1982,4
53,442,3
53,372,4
53,55,4
53,521,4
53,1994,4
53,2000,4
53,2005,4
53,2872,5
53,1207,5
53,1208,5
53,70,4
53,3751,5
53,2012,3
53,3752,4
53,610,4
53,3835,3
53,3693,4
53,2028,5
53,1088,3
53,94,5
53,1302,4
53,2105,5
53,1092,4
53,493,4
53,3785,3
53,1246,5
53,2986,3
54,1269,3
54,3421,4
54,3504,4
54,3362,4
54,34,3
54,1206,5
54,1136,4
54,3685,4
55,593,3
55,912,4
55,318,4
55,2762,5
55,3672,4
56,1358,4
56,3060,4
56,2289,4
56,2706,3
56,150,4
56,36,4
56,39,4
56,296,4
56,457,4
56,608,4
56,474,4
56,1089,3
56,1095,3
57,3861,2
57,2310,3
57,1394,5
57,3300,3
57,3513,3
57,3556,4
57,3484,1
57,1894,2
57,1976,1
57,441,4
57,3744,3
57,3751,4
57,3785,2
58,1249,5
58,2989,3
58,1258,5
58,1185,4
58,2137,4
58,661,4
58,1199,5
58,595,4
58,3019,5
58,1274,4
58,674,4
58,748,3
58,750,5
58,1287,4
58,3101,4
58,3033,3
58,3039,4
58,908,5
58,1298,4
58,1373,3
58,2176,4
58,1374,4
58,778,5
58,1527,4
58,924,5
58,788,3
58,2406,4
58,2408,2
58,2193,4
58,1396,4
58,3083,5
58,2363,4
58,2366,4
58,2450,2
58,110,4
58,2384,4
58,1587,4
58,1801,3
58,2617,3
58,1674,4
58,2701,2
58,2706,4
58,2640,4
58,2641,4
58,2571,5
58,160,2
58,2580,5
58,2734,4
58,2735,3
58,17,4
58,1010,3
58,3552,4
58,1019,4
58,1961,4
58,1101,4
58,2915,4
58,1036,4
58,3578,4
58,435,3
58,1041,4
58,2858,5
58,3660,2
58,3664,2
58,1127,4
58,2867,4
58,1129,4
58,2000,4
58,2001,4
58,3671,4
58,2944,5
58,2871,4
58,1205,4
58,1206,5
58,2948,4
58,2010,5
58,1215,4
58,610,4
58,1221,5
58,1089,5
58,1301,4
58,1230,5
58,2034,3
58,562,4
58,3923,3
58,2116,4
58,1246,5
58,1247,5
59,1250,4
59,661,3
59,750,4
59,1357,4
59,901,4
59,2243,3
59,912,4
59,920,4
59,924,3
59,1466,3
59,1617,3
59,3157,3
59,955,4
59,3168,3
59,3095,4
59,976,4
59,1653,3
59,110,4
59,3185,3
59,3260,4
59,3334,4
59,2396,4
59,3350,4
59,3359,4
59,3363,4
59,224,4
59,2716,3
59,2657,3
59,1935,4
59,3469,4
59,3545,4
59,1951,4
59,41,4
59,2858,4
59,3816,4
59,3684,4
59,2019,4
59,2028,4
59,1231,4
59,1234,4
59,497,4
59,1172,4
59,1246,4
60,1372,4
60,3066,3
60,1617,3
60,1625,3
60,3176,2
60,1731,3
60,1597,4
60,2583,3
60,3386,3
60,356,4
60,380,4
60,2023,3
60,2961,4
60,2046,4
61,3793,3
61,3316,2
61,3452,3
61,3617,3
61,3578,4
61,3744,3
61,3752,3
62,2987,3
62,1249,4
62,1177,4
62,2130,4
62,1401,4
62,1262,4
62,1193,4
62,590,4
62,592,3
62,597,4
62,2070,4
62,1343,4
62,1270,4
62,2079,3
62,1282,4
62,1283,4
62,1286,4
62,2300,4
62,3108,3
62,3109,3
62,906,4
62,1296,4
62,909,4
62,2245,3
62,912,4
62,913,4
62,1376,4
62,1380,4
62,1527,3
62,2186,4
62,929,4
62,3068,4
62,934,4
62,2341,3
62,1477,3
62,3088,4
62,955,4
62,3307,4
62,2435,4
62,100,3
62,105,4
62,2527,3
62,2528,3
62,1730,4
62,2533,3
62,2467,3
62,2468,3
62,207,3
62,2628,3
62,141,4
62,224,4
62,2712,3
62,2640,3
62,1916,3
62,2729,4
62,3468,4
62,1938,4
62,3543,4
62,3471,4
62,2819,4
62,260,4
62,16,3
62,3481,4
62,3629,4
62,2757,4
62,1955,4
62,1956,4
62,25,3
62,279,4
62,3704,3
62,2762,4
62,1961,4
62,1962,4
62,1029,4
62,1968,4
62,1103,4
62,1104,4
62,361,4
62,509,4
62,3724,4
62,2857,4
62,50,4
62,382,3
62,3812,3
62,3671,4
62,2870,4
62,2011,3
62,475,4
62,2023,3
62,1081,4
62,1089,4
62,1302,4
62,1303,4
62,1307,4
62,630,4
62,708,3
62,1099,4
62,1242,4
62,1173,3
62,1247,4
63,2997,5
63,2188,2
63,2505,3
63,2375,2
63,2390,4
63,2485,2
63,2700,3
63,2560,3
63,2712,5
63,2716,4
63,2599,5
63,3543,4
63,2672,2
63,2683,3
63,2762,4
63,2693,4
63,2841,3
63,3578,4
63,2959,5
63,2023,3
64,1407,3
64,1717,3
64,2723,3
64,2913,3
64,2028,4
65,592,4
65,1291,5
65,1374,4
65,3066,4
65,1552,4
65,3157,4
65,3255,4
65,150,5
65,2571,4
65,1784,5
65,260,4
65,3552,4
65,1958,4
65,3638,4
65,1101,5
65,434,4
65,2858,4
65,50,4
65,380,4
65,2000,5
65,3821,4
65,3753,5
65,3916,4
65,1246,4
66,2135,3
66,818,2
66,2694,4
66,2791,4
66,1090,5
67,587,4
67,951,4
67,1704,4
67,971,5
67,1678,4
67,3507,4
67,3362,4
67,150,4
67,3471,4
67,1952,4
67,1955,5
67,1962,5
67,1094,4
68,1,4
68,2064,4
68,1517,3
68,2248,4
68,1747,4
68,3524,3
68,2804,4
68,2762,4
68,2690,4
68,1966,4
68,2863,4
68,2797,4
68,1304,4
68,1307,4
69,2336,5
69,2439,4
69,1653,3
69,3418,4
69,1784,4
69,321,4
69,428,4
69,509,4
69,296,5
69,2858,5
69,476,2
69,2890,4
69,2028,4
70,2995,3
70,3408,4
70,2394,4
70,2541,4
70,223,4
70,2580,4
70,2599,4
70,260,5
70,2683,4
70,2770,4
70,2858,4
71,2997,3
71,1617,4
71,3298,4
71,2640,4
71,2694,4
71,1093,4
72,2997,2
72,2359,4
72,1704,4
72,3255,3
72,235,2
72,356,4
72,39,3
72,500,4
72,3753,4
73,1320,3
73,2134,3
73,671,4
73,3107,3
73,1298,4
73,3113,3
73,1372,4
73,1374,4
73,1527,4
73,785,4
73,2334,4
73,1394,4
73,1610,4
73,1615,4
73,1556,2
73,2370,3
73,3175,4
73,2448,2
73,2375,3
73,1573,3
73,3253,4
73,110,5
73,112,4
73,3409,4
73,3267,4
73,2393,3
73,2470,3
73,2625,3
73,2628,4
73,2701,2
73,1769,3
73,1923,4
73,253,4
73,3552,4
73,1015,3
73,3703,4
73,356,4
73,1036,4
73,3591,3
73,2796,3
73,2000,4
73,2003,4
73,1205,4
73,3821,3
